Day;Animals Count;Plants Count;Free fields count;Famous Genotype;AVG energy for living animals;AVG dead animals life length;AVG child count
57;108;171;644;[2, 6, 4, 0, 0, 5, 0, 6];65.46;15.57;1.8
58;106;174;640;[2, 6, 4, 0, 0, 5, 0, 6];66.6;15.67;1.77
59;108;179;632;[2, 6, 4, 0, 0, 5, 0, 6];64.81;15.65;1.81
60;108;181;639;[2, 6, 4, 0, 0, 5, 0, 6];65.0;15.64;1.85
61;110;183;632;[2, 6, 4, 0, 0, 5, 0, 6];63.82;15.64;1.85
62;113;184;639;[2, 6, 4, 0, 0, 5, 0, 6];62.48;15.71;1.85
63;114;185;626;[2, 6, 4, 0, 0, 5, 0, 6];61.97;15.71;1.85
64;110;182;627;[2, 6, 4, 0, 0, 5, 0, 6];65.77;15.96;1.88
65;114;189;622;[2, 6, 4, 0, 0, 5, 0, 6];62.15;15.97;1.9
66;110;193;625;[2, 6, 4, 0, 0, 5, 0, 6];64.23;16.12;1.96
67;107;193;623;[2, 6, 4, 0, 0, 5, 0, 6];66.96;16.19;1.99
68;110;198;623;[2, 6, 4, 0, 0, 5, 0, 6];64.55;16.28;2.01
69;113;196;620;[2, 6, 4, 0, 0, 5, 0, 6];63.89;16.27;2.03
70;116;201;616;[2, 6, 4, 0, 0, 5, 0, 6];61.42;16.27;2.06
71;119;206;606;[2, 6, 4, 0, 0, 5, 0, 6];58.87;16.28;2.08
72;116;203;606;[2, 6, 4, 0, 0, 5, 0, 6];61.72;16.4;2.14
73;117;204;603;[7, 3, 3, 5, 4, 4, 5, 2];61.2;16.38;2.15
74;117;202;604;[7, 3, 3, 5, 4, 4, 5, 2];62.09;16.6;2.14
75;117;202;605;[7, 3, 3, 5, 4, 4, 5, 2];62.39;16.66;2.14
76;114;202;614;[7, 3, 3, 5, 4, 4, 5, 2];64.87;16.87;2.15
77;115;206;606;[7, 3, 3, 5, 4, 4, 5, 2];63.87;16.91;2.2
78;116;204;608;[7, 3, 3, 5, 4, 4, 5, 2];64.22;17.02;2.2
79;116;208;606;[7, 3, 3, 5, 4, 4, 5, 2];63.53;16.99;2.23
80;119;214;599;[7, 3, 3, 5, 4, 4, 5, 2];60.67;16.98;2.24
81;121;212;600;[7, 3, 3, 5, 4, 4, 5, 2];60.37;16.99;2.26
82;117;213;589;[7, 3, 3, 5, 4, 4, 5, 2];62.56;17.21;2.26
83;120;214;591;[7, 3, 3, 5, 4, 4, 5, 2];60.96;17.2;2.27
84;121;216;593;[7, 3, 3, 5, 4, 4, 5, 2];60.12;17.21;2.29
85;122;215;593;[7, 3, 3, 5, 4, 4, 5, 2];60.08;17.39;2.2
86;117;216;600;[7, 3, 3, 5, 4, 4, 5, 2];62.91;17.57;2.2
87;117;215;589;[7, 3, 3, 5, 4, 4, 5, 2];63.38;17.56;2.21
88;118;217;586;[7, 3, 3, 5, 4, 4, 5, 2];62.54;17.59;2.22
89;120;218;591;[7, 3, 3, 5, 4, 4, 5, 2];61.5;17.58;2.24
90;122;215;587;[7, 3, 3, 5, 4, 4, 5, 2];61.39;17.57;2.27
91;122;220;590;[7, 3, 3, 5, 4, 4, 5, 2];60.25;17.57;2.3
92;121;227;578;[7, 3, 3, 5, 4, 4, 5, 2];59.26;17.7;2.34
93;119;236;572;[7, 3, 3, 5, 4, 4, 5, 2];58.28;17.9;2.35
94;116;233;571;[7, 3, 3, 5, 4, 4, 5, 2];61.03;18.24;2.28
95;115;230;581;[7, 3, 3, 5, 4, 4, 5, 2];62.96;18.38;2.29
96;115;235;575;[7, 3, 3, 5, 4, 4, 5, 2];62.13;18.51;2.3
97;121;239;567;[7, 3, 3, 5, 4, 4, 5, 2];58.26;18.51;2.29
98;121;238;572;[7, 3, 3, 5, 4, 4, 5, 2];58.72;18.62;2.3
99;122;232;572;[7, 3, 3, 5, 4, 4, 5, 2];59.84;18.63;2.33
100;117;238;573;[7, 3, 3, 5, 4, 4, 5, 2];61.45;18.83;2.31
101;115;233;578;[7, 3, 3, 5, 4, 4, 5, 2];64.22;18.84;2.36
102;115;234;568;[7, 3, 3, 5, 4, 4, 5, 2];64.35;18.98;2.3
103;115;240;571;[7, 3, 3, 5, 4, 4, 5, 2];63.17;18.97;2.33
104;115;237;569;[7, 3, 3, 5, 4, 4, 5, 2];64.43;19.11;2.32
105;112;242;570;[7, 3, 3, 5, 4, 4, 5, 2];65.4;19.13;2.39
106;111;247;561;[7, 3, 3, 5, 4, 4, 5, 2];65.27;19.39;2.41
107;106;252;571;[7, 3, 3, 5, 4, 4, 5, 2];68.02;19.44;2.52
108;105;251;564;[7, 3, 3, 5, 4, 4, 5, 2];69.81;19.48;2.56
109;106;246;570;[7, 3, 3, 5, 4, 4, 5, 2];71.56;19.56;2.55
110;108;249;566;[7, 3, 3, 5, 4, 4, 5, 2];70.23;19.6;2.57
111;109;241;570;[7, 3, 3, 5, 4, 4, 5, 2];72.52;19.57;2.61
112;107;244;567;[7, 3, 3, 5, 4, 4, 5, 2];73.93;19.56;2.69
113;111;254;564;[7, 3, 3, 5, 4, 4, 5, 2];69.23;19.56;2.68
114;110;259;558;[7, 3, 3, 5, 4, 4, 5, 2];69.36;19.55;2.77
115;109;262;547;[7, 3, 3, 5, 4, 4, 5, 2];69.82;19.6;2.79
116;110;261;549;[7, 3, 3, 5, 4, 4, 5, 2];69.95;19.6;2.78
117;112;255;565;[7, 3, 3, 5, 4, 4, 5, 2];71.03;19.78;2.73
118;113;259;547;[7, 3, 3, 5, 4, 4, 5, 2];69.78;19.77;2.74
119;117;256;563;[7, 3, 3, 5, 4, 4, 5, 2];68.55;19.75;2.74
120;117;254;555;[7, 3, 3, 5, 4, 4, 5, 2];69.44;19.71;2.79
121;114;256;550;[7, 3, 3, 5, 4, 4, 5, 2];71.14;19.7;2.85
122;116;254;555;[7, 3, 3, 5, 4, 4, 5, 2];70.78;19.73;2.84
123;117;255;554;[7, 3, 3, 5, 4, 4, 5, 2];70.26;19.77;2.85
124;118;253;553;[7, 3, 3, 5, 4, 4, 5, 2];70.3;19.77;2.85
125;120;263;548;[7, 3, 3, 5, 4, 4, 5, 2];66.88;19.78;2.85
126;119;264;547;[7, 3, 3, 5, 4, 4, 5, 2];67.44;19.83;2.87
127;119;260;547;[7, 3, 3, 5, 4, 4, 5, 2];68.66;20.02;2.82
128;119;261;554;[7, 3, 3, 5, 4, 4, 5, 2];68.78;20.05;2.86
129;119;257;551;[7, 3, 3, 5, 4, 4, 5, 2];70.08;20.12;2.83
130;123;264;542;[7, 3, 3, 5, 4, 4, 5, 2];66.3;20.15;2.82
131;121;258;544;[7, 3, 3, 5, 4, 4, 5, 2];69.17;20.32;2.88
132;121;252;553;[7, 3, 3, 5, 4, 4, 5, 2];70.95;20.32;2.93
133;122;247;552;[7, 3, 3, 5, 4, 4, 5, 2];71.72;20.3;2.96
134;126;243;561;[7, 3, 3, 5, 4, 4, 5, 2];70.4;20.46;2.83
135;130;244;559;[7, 3, 3, 5, 4, 4, 5, 2];67.92;20.43;2.84
136;131;237;559;[7, 3, 3, 5, 4, 4, 5, 2];68.7;20.46;2.85
137;130;241;555;[7, 3, 3, 5, 4, 4, 5, 2];68.12;20.58;2.84
138;130;239;547;[7, 3, 3, 5, 4, 4, 5, 2];68.27;20.56;2.85
139;126;234;569;[7, 3, 3, 5, 4, 4, 5, 2];71.63;20.66;2.86
140;127;229;567;[7, 3, 3, 5, 4, 4, 5, 2];72.09;20.64;2.87
141;131;230;568;[7, 3, 3, 5, 4, 4, 5, 2];69.39;20.64;2.84
142;129;234;556;[7, 3, 3, 5, 4, 4, 5, 2];69.34;20.66;2.88
143;129;230;570;[7, 3, 3, 5, 4, 4, 5, 2];70.31;20.65;2.93
144;126;226;568;[7, 3, 3, 5, 4, 4, 5, 2];72.9;20.68;2.98
145;129;226;575;[7, 3, 3, 5, 4, 4, 5, 2];71.28;20.71;2.95
146;129;225;575;[7, 3, 3, 5, 4, 4, 5, 2];71.32;20.76;2.95
147;130;219;577;[7, 3, 3, 5, 4, 4, 5, 2];71.88;20.78;2.94
148;129;214;588;[7, 3, 3, 5, 4, 4, 5, 2];73.6;20.91;2.88
149;132;210;587;[7, 3, 3, 5, 4, 4, 5, 2];72.5;20.91;2.86
150;133;207;591;[7, 3, 3, 5, 4, 4, 5, 2];72.41;21.13;2.83
151;134;204;593;[3, 5, 3, 2, 7, 4, 0, 2];72.28;21.11;2.87
152;136;212;576;[3, 5, 3, 2, 7, 4, 0, 2];69.01;21.28;2.82
153;136;211;575;[3, 5, 3, 2, 7, 4, 0, 2];68.79;21.29;2.84
154;142;209;584;[3, 5, 3, 2, 7, 4, 0, 2];65.88;21.3;2.82
155;142;211;573;[2, 1, 1, 3, 1, 3, 6, 3];64.96;21.28;2.86
156;138;211;580;[2, 1, 1, 3, 1, 3, 6, 3];66.49;21.51;2.83
157;138;209;578;[2, 1, 1, 3, 1, 3, 6, 3];66.49;21.53;2.83
158;136;208;585;[2, 1, 1, 3, 1, 3, 6, 3];67.32;21.51;2.9
159;136;208;592;[2, 1, 1, 3, 1, 3, 6, 3];67.02;21.58;2.9
160;137;206;587;[2, 1, 1, 3, 1, 3, 6, 3];66.53;21.64;2.9
161;137;203;591;[2, 1, 1, 3, 1, 3, 6, 3];66.93;21.66;2.94
162;135;203;590;[2, 1, 1, 3, 1, 3, 6, 3];67.52;22.01;2.7
163;134;192;604;[2, 1, 1, 3, 1, 3, 6, 3];70.22;21.98;2.75
164;126;188;609;[2, 1, 1, 3, 1, 3, 6, 3];75.79;22.05;2.8
165;127;189;603;[2, 1, 1, 3, 1, 3, 6, 3];74.72;22.05;2.8
166;127;195;603;[2, 1, 1, 3, 1, 3, 6, 3];73.19;22.03;2.81
167;126;192;606;[2, 1, 1, 3, 1, 3, 6, 3];74.44;22.09;2.83
168;127;188;610;[2, 1, 1, 3, 1, 3, 6, 3];74.72;22.09;2.83
169;126;190;605;[2, 1, 1, 3, 1, 3, 6, 3];74.8;22.07;2.88
170;127;188;610;[2, 1, 1, 3, 1, 3, 6, 3];74.69;22.08;2.9
171;126;185;619;[2, 1, 1, 3, 1, 3, 6, 3];76.03;22.1;2.95
172;125;188;607;[2, 1, 1, 3, 1, 3, 6, 3];75.92;22.07;3.01
173;122;188;615;[2, 1, 1, 3, 1, 3, 6, 3];78.16;22.11;3.11
174;121;187;609;[2, 1, 1, 3, 1, 3, 6, 3];79.21;22.29;3.05
175;125;186;615;[2, 1, 1, 3, 1, 3, 6, 3];76.96;22.28;3.03
176;126;191;604;[2, 1, 1, 3, 1, 3, 6, 3];75.04;22.47;2.9
177;123;193;604;[2, 1, 1, 3, 1, 3, 6, 3];76.46;22.52;2.97
178;125;197;606;[2, 1, 1, 3, 1, 3, 6, 3];74.4;22.49;2.99
179;128;195;602;[2, 1, 1, 3, 1, 3, 6, 3];72.93;22.49;2.97
180;129;190;599;[2, 1, 1, 3, 1, 3, 6, 3];73.29;22.52;2.96
181;128;192;606;[2, 1, 1, 3, 1, 3, 6, 3];73.28;22.61;2.99
182;126;193;608;[2, 1, 1, 3, 1, 3, 6, 3];74.05;22.59;3.02
183;119;192;609;[2, 1, 1, 3, 1, 3, 6, 3];78.99;22.7;3.15
184;116;201;602;[2, 1, 1, 3, 1, 3, 6, 3];79.18;22.65;3.26
185;115;200;605;[2, 1, 1, 3, 1, 3, 6, 3];80.74;22.63;3.35
186;116;199;608;[2, 1, 1, 3, 1, 3, 6, 3];80.69;22.63;3.35
187;119;201;603;[2, 1, 1, 3, 1, 3, 6, 3];78.49;22.64;3.33
188;122;197;611;[2, 1, 1, 3, 1, 3, 6, 3];77.75;22.61;3.33
189;122;200;607;[2, 1, 1, 3, 1, 3, 6, 3];77.25;22.7;3.34
190;124;201;604;[2, 1, 1, 3, 1, 3, 6, 3];75.77;22.68;3.33
191;122;197;609;[2, 1, 1, 3, 1, 3, 6, 3];78.32;22.78;3.37
192;123;199;609;[2, 1, 1, 3, 1, 3, 6, 3];77.36;22.78;3.39
193;125;205;599;[2, 1, 1, 3, 1, 3, 6, 3];74.72;22.85;3.37
194;127;204;600;[2, 1, 1, 3, 1, 3, 6, 3];73.66;22.87;3.35
195;127;207;596;[2, 1, 1, 3, 1, 3, 6, 3];72.91;22.87;3.38
196;128;208;591;[2, 1, 1, 3, 1, 3, 6, 3];71.99;22.92;3.35
197;126;209;593;[2, 1, 1, 3, 1, 3, 6, 3];72.82;23.08;3.32
198;128;208;596;[2, 1, 1, 3, 1, 3, 6, 3];71.84;23.05;3.33
199;130;205;598;[2, 1, 1, 3, 1, 3, 6, 3];71.35;23.02;3.35
200;134;207;593;[2, 1, 1, 3, 1, 3, 6, 3];68.4;23.02;3.31
201;133;205;587;[2, 1, 1, 3, 1, 3, 6, 3];68.98;23.0;3.34
202;135;202;593;[2, 1, 1, 3, 1, 3, 6, 3];68.3;22.98;3.35
203;140;202;592;[2, 1, 1, 3, 1, 3, 6, 3];65.46;22.94;3.33
204;137;198;592;[2, 1, 1, 3, 1, 3, 6, 3];67.34;22.96;3.38
205;138;198;591;[2, 1, 1, 3, 1, 3, 6, 3];66.52;23.07;3.36
206;141;202;590;[2, 1, 1, 3, 1, 3, 6, 3];63.76;23.06;3.34
207;141;196;597;[2, 1, 1, 3, 1, 3, 6, 3];64.57;23.05;3.35
208;141;188;605;[2, 1, 1, 3, 1, 3, 6, 3];65.89;23.1;3.4
209;140;189;607;[2, 1, 1, 3, 1, 3, 6, 3];65.68;23.19;3.41
210;141;183;604;[2, 1, 1, 3, 1, 3, 6, 3];65.99;23.2;3.41
211;140;191;603;[2, 1, 1, 3, 1, 3, 6, 3];64.14;23.26;3.42
212;137;199;591;[2, 1, 1, 3, 1, 3, 6, 3];63.43;23.52;3.33
213;137;196;588;[2, 1, 1, 3, 1, 3, 6, 3];63.76;23.57;3.34
214;136;195;606;[2, 1, 1, 3, 1, 3, 6, 3];64.04;23.64;3.35
215;136;195;610;[2, 1, 1, 3, 1, 3, 6, 3];63.6;23.63;3.38
216;132;187;608;[2, 1, 1, 3, 1, 3, 6, 3];67.2;23.62;3.48
217;137;187;608;[2, 1, 1, 3, 1, 3, 6, 3];64.38;23.62;3.42
218;129;186;610;[2, 1, 1, 3, 1, 3, 6, 3];68.64;23.76;3.57
219;129;185;610;[2, 1, 1, 3, 1, 3, 6, 3];68.68;23.75;3.6
220;126;184;611;[2, 1, 1, 3, 1, 3, 6, 3];70.44;23.82;3.63
221;125;184;617;[2, 1, 1, 3, 1, 3, 6, 3];71.08;23.79;3.69
222;122;184;619;[2, 1, 1, 3, 1, 3, 6, 3];72.95;23.98;3.75
223;122;181;618;[2, 1, 1, 3, 1, 3, 6, 3];73.85;24.0;3.72
224;122;189;610;[2, 1, 1, 3, 1, 3, 6, 3];71.97;23.98;3.75
225;117;193;608;[2, 1, 1, 3, 1, 3, 6, 3];74.44;24.3;3.65
226;114;195;620;[2, 1, 1, 3, 1, 3, 6, 3];76.45;24.39;3.7
