Day;Animals Count;Plants Count;Free fields count;Famous Genotype;AVG energy for living animals;AVG dead animals life length;AVG child count
55;7;134;263;[5, 5, 0, 2, 5, 3, 2, 0];175.71;13.39;1.14
56;8;136;260;[5, 5, 0, 2, 5, 3, 2, 0];156.25;13.39;1.25
57;8;135;262;[5, 5, 0, 2, 5, 3, 2, 0];168.75;13.39;1.25
58;8;138;256;[5, 5, 0, 2, 5, 3, 2, 0];166.25;13.39;1.25
59;8;138;259;[5, 5, 0, 2, 5, 3, 2, 0];175.0;13.39;1.25
60;8;140;255;[5, 5, 0, 2, 5, 3, 2, 0];176.25;13.39;1.25
61;7;143;252;[5, 5, 0, 2, 5, 3, 2, 0];201.43;13.27;1.29
62;7;143;255;[5, 5, 0, 2, 5, 3, 2, 0];212.86;13.27;1.29
63;6;145;251;[5, 5, 0, 2, 5, 3, 2, 0];255.0;14.07;1.5
64;6;145;253;[5, 5, 0, 2, 5, 3, 2, 0];270.0;14.07;1.5
65;6;148;247;[5, 5, 0, 2, 5, 3, 2, 0];270.0;14.07;1.5
66;6;150;247;[5, 5, 0, 2, 5, 3, 2, 0];275.0;14.07;1.5
67;6;151;247;[5, 5, 0, 2, 5, 3, 2, 0];285.0;14.07;1.5
68;6;153;244;[5, 5, 0, 2, 5, 3, 2, 0];290.0;14.07;1.5
69;7;156;241;[5, 5, 0, 2, 5, 3, 2, 0];248.57;14.07;1.57
70;7;157;240;[5, 5, 0, 2, 5, 3, 2, 0];255.71;14.07;1.57
71;6;158;240;[5, 5, 0, 2, 5, 3, 2, 0];310.0;14.23;1.67
72;6;158;241;[5, 5, 0, 2, 5, 3, 2, 0];325.0;14.23;1.67
73;6;159;239;[5, 5, 0, 2, 5, 3, 2, 0];335.0;14.23;1.67
74;6;161;236;[5, 5, 0, 2, 5, 3, 2, 0];340.0;14.23;1.67
75;6;160;238;[5, 5, 0, 2, 5, 3, 2, 0];360.0;14.23;1.67
76;6;159;239;[5, 5, 0, 2, 5, 3, 2, 0];380.0;14.23;1.67
77;6;160;238;[5, 5, 0, 2, 5, 3, 2, 0];390.0;14.23;1.67
78;7;160;240;[5, 5, 0, 2, 5, 3, 2, 0];347.14;14.23;1.71
79;8;163;235;[5, 5, 0, 2, 5, 3, 2, 0];302.5;14.23;1.75
80;9;163;235;[5, 5, 0, 2, 5, 3, 2, 0];276.67;14.23;1.78
81;9;165;231;[5, 5, 0, 2, 5, 3, 2, 0];276.67;14.23;1.78
82;9;162;233;[5, 5, 0, 2, 5, 3, 2, 0];293.33;14.23;1.78
83;9;163;230;[5, 5, 0, 2, 5, 3, 2, 0];296.67;14.23;1.78
84;10;163;233;[5, 5, 0, 2, 5, 3, 2, 0];273.0;14.23;1.8
85;10;164;228;[5, 5, 0, 2, 5, 3, 2, 0];275.0;14.23;1.8
86;10;164;229;[5, 5, 0, 2, 5, 3, 2, 0];280.0;14.23;1.8
87;10;162;234;[5, 5, 0, 2, 5, 3, 2, 0];291.0;14.23;1.8
88;11;161;232;[5, 5, 0, 2, 5, 3, 2, 0];271.82;14.23;1.82
89;11;163;229;[5, 5, 0, 2, 5, 3, 2, 0];270.0;14.23;1.82
90;11;164;229;[5, 5, 0, 2, 5, 3, 2, 0];272.73;14.08;2.0
91;12;159;234;[5, 5, 0, 2, 5, 3, 2, 0];265.83;14.08;2.0
92;13;159;232;[5, 5, 0, 2, 5, 3, 2, 0];247.69;14.08;2.0
93;13;160;231;[5, 5, 0, 2, 5, 3, 2, 0];246.92;14.08;2.0
94;14;158;233;[5, 5, 0, 2, 5, 3, 2, 0];235.0;14.08;2.0
95;14;160;231;[5, 5, 0, 2, 5, 3, 2, 0];231.43;14.08;2.0
96;15;159;233;[5, 5, 2, 2, 5, 2, 2, 0];218.67;14.08;2.0
97;15;159;229;[5, 5, 2, 2, 5, 2, 2, 0];218.67;14.08;2.0
98;15;156;234;[5, 5, 2, 2, 5, 2, 2, 0];224.67;14.08;2.0
99;15;158;231;[5, 5, 2, 2, 5, 2, 2, 0];220.67;14.08;2.0
100;15;159;230;[5, 5, 2, 2, 5, 2, 2, 0];218.67;14.08;2.0
101;16;159;230;[5, 5, 2, 2, 5, 2, 2, 0];205.0;14.08;2.0
102;16;158;228;[5, 5, 2, 2, 5, 2, 2, 0];206.25;14.08;2.0
103;13;158;234;[5, 5, 2, 2, 5, 2, 2, 0];257.69;14.09;2.15
104;12;159;231;[5, 5, 2, 2, 5, 2, 2, 0];280.0;14.04;2.33
105;11;161;232;[5, 5, 2, 2, 5, 2, 2, 0];304.55;13.96;2.55
106;11;159;234;[5, 5, 2, 2, 5, 2, 2, 0];313.64;13.96;2.55
107;11;159;232;[5, 5, 2, 2, 5, 2, 2, 0];317.27;13.96;2.55
108;11;157;232;[5, 5, 2, 2, 5, 2, 2, 0];326.36;13.96;2.55
109;11;158;232;[5, 5, 2, 2, 5, 2, 2, 0];327.27;13.96;2.55
110;11;160;232;[5, 5, 2, 2, 5, 2, 2, 0];327.27;13.87;2.73
111;12;163;229;[5, 5, 2, 2, 5, 2, 2, 0];295.83;13.87;2.67
112;13;160;232;[5, 5, 2, 2, 5, 2, 2, 0];282.31;13.87;2.62
113;13;160;229;[5, 5, 2, 2, 5, 2, 2, 0];283.85;13.87;2.62
114;13;159;228;[5, 5, 2, 2, 5, 2, 2, 0];287.69;13.87;2.62
115;14;160;229;[7, 3, 0, 3, 5, 4, 5, 2];266.43;13.87;2.57
116;13;159;229;[7, 3, 0, 3, 5, 4, 5, 2];291.54;13.74;2.77
117;13;160;229;[7, 3, 0, 3, 5, 4, 5, 2];290.77;13.74;2.77
118;13;160;228;[7, 3, 0, 3, 5, 4, 5, 2];292.31;13.74;2.77
119;12;159;234;[7, 3, 0, 3, 5, 4, 5, 2];322.5;14.08;3.0
