Day;Animals Count;Plants Count;Free fields count;Famous Genotype;AVG energy for living animals;AVG dead animals life length;AVG child count
31;157;177;166;[5, 6, 7, 6, 6, 0, 1, 6];61.02;9.48;1.99
32;162;183;153;[5, 6, 7, 6, 6, 0, 1, 6];58.21;9.57;1.99
33;161;178;167;[5, 6, 7, 6, 6, 0, 1, 6];59.75;9.64;2.06
34;165;179;156;[5, 6, 7, 6, 6, 0, 1, 6];57.94;9.65;2.09
35;164;175;156;[7, 1, 0, 3, 2, 3, 1, 7];59.33;9.78;2.16
36;163;178;160;[7, 1, 0, 3, 2, 3, 1, 7];59.51;9.91;2.24
37;162;182;155;[7, 1, 0, 3, 2, 3, 1, 7];59.69;10.01;2.32
38;160;183;153;[7, 1, 0, 3, 2, 3, 1, 7];60.63;10.05;2.42
39;161;185;150;[7, 1, 0, 3, 2, 3, 1, 7];60.12;10.09;2.47
40;155;184;155;[7, 1, 0, 3, 2, 3, 1, 7];63.23;10.29;2.52
41;154;185;144;[7, 1, 0, 3, 2, 3, 1, 7];64.03;10.55;2.51
42;156;188;149;[7, 1, 0, 3, 2, 3, 1, 7];63.4;10.64;2.56
43;152;191;150;[7, 1, 0, 3, 2, 3, 1, 7];65.53;10.84;2.63
44;152;191;147;[7, 1, 0, 3, 2, 3, 1, 7];66.45;10.83;2.72
45;150;180;160;[7, 1, 0, 3, 2, 3, 1, 7];70.47;10.88;2.75
46;153;177;154;[7, 1, 0, 3, 2, 3, 1, 7];70.2;11.01;2.65
47;157;186;157;[7, 1, 0, 3, 2, 3, 1, 7];67.13;11.08;2.64
48;153;179;161;[7, 1, 0, 3, 2, 3, 1, 7];71.37;11.06;2.76
49;156;184;152;[7, 1, 0, 3, 2, 3, 1, 7];69.74;11.23;2.72
50;162;182;163;[7, 1, 0, 3, 2, 3, 1, 7];67.78;11.28;2.7
51;163;181;150;[7, 1, 0, 3, 2, 3, 1, 7];67.67;11.36;2.64
52;165;185;146;[7, 1, 0, 3, 2, 3, 1, 7];66.06;11.4;2.7
53;164;182;145;[7, 1, 0, 3, 2, 3, 1, 7];66.95;11.49;2.68
54;164;186;135;[7, 1, 0, 3, 2, 3, 1, 7];65.85;11.48;2.71
55;158;184;143;[7, 1, 0, 3, 2, 3, 1, 7];69.37;11.57;2.73
56;156;182;145;[7, 1, 0, 3, 2, 3, 1, 7];71.15;11.62;2.74
57;158;191;144;[7, 1, 0, 3, 2, 3, 1, 7];69.05;11.76;2.76
58;154;191;141;[7, 1, 0, 3, 2, 3, 1, 7];72.01;11.97;2.84
59;155;188;138;[7, 1, 0, 3, 2, 3, 1, 7];72.52;11.96;2.88
60;154;179;149;[7, 1, 0, 3, 2, 3, 1, 7];75.45;11.94;2.96
61;161;182;146;[7, 1, 0, 3, 2, 3, 1, 7];71.61;11.92;2.94
62;164;181;139;[7, 1, 0, 3, 2, 3, 1, 7];70.3;11.96;2.91
63;168;177;144;[7, 1, 0, 3, 2, 3, 1, 7];69.23;12.18;2.85
64;171;177;145;[7, 1, 0, 3, 2, 3, 1, 7];67.54;12.23;2.88
65;168;175;144;[7, 1, 0, 3, 2, 3, 1, 7];68.81;12.21;2.96
66;164;176;155;[7, 1, 0, 3, 2, 3, 1, 7];70.55;12.33;3.05
67;164;177;153;[7, 1, 0, 3, 2, 3, 1, 7];70.61;12.37;3.05
68;166;185;144;[7, 1, 0, 3, 2, 3, 1, 7];68.19;12.35;3.11
69;165;173;159;[7, 1, 0, 3, 2, 3, 1, 7];71.15;12.47;3.13
70;165;179;152;[7, 1, 0, 3, 2, 3, 1, 7];70.36;12.46;3.2
71;161;174;160;[7, 1, 0, 3, 2, 3, 1, 7];73.35;12.45;3.34
72;166;172;158;[7, 1, 0, 3, 2, 3, 1, 7];71.45;12.46;3.33
73;165;184;154;[7, 1, 0, 3, 2, 3, 1, 7];70.06;12.54;3.38
74;166;182;157;[7, 1, 0, 3, 2, 3, 1, 7];69.94;12.53;3.4
75;166;176;155;[7, 1, 0, 3, 2, 3, 1, 7];70.9;12.72;3.37
76;163;176;155;[2, 5, 4, 0, 6, 3, 3, 5];72.58;12.73;3.49
77;162;175;146;[3, 0, 1, 3, 2, 4, 5, 0];73.64;12.8;3.51
78;161;183;151;[3, 0, 1, 3, 2, 4, 5, 0];72.86;12.87;3.53
79;160;188;145;[3, 0, 1, 3, 2, 4, 5, 0];72.81;13.02;3.43
80;165;194;142;[3, 0, 1, 3, 2, 4, 5, 0];69.39;13.06;3.41
81;161;194;142;[3, 0, 1, 3, 2, 4, 5, 0];71.8;13.1;3.5
82;166;192;142;[3, 0, 1, 3, 2, 4, 5, 0];70.06;13.08;3.51
83;162;188;140;[3, 0, 1, 3, 2, 4, 5, 0];72.41;13.05;3.61
84;161;196;138;[3, 0, 1, 3, 2, 4, 5, 0];71.74;13.17;3.53
85;154;194;137;[3, 0, 1, 3, 2, 4, 5, 0];76.23;13.2;3.73
86;153;196;138;[3, 0, 1, 3, 2, 4, 5, 0];77.25;13.24;3.76
87;150;192;136;[3, 0, 1, 3, 2, 4, 5, 0];80.47;13.31;3.84
88;152;194;132;[3, 0, 1, 3, 2, 4, 5, 0];79.8;13.25;3.89
89;156;200;134;[3, 0, 1, 3, 2, 4, 5, 0];76.99;13.25;3.88
90;156;197;140;[3, 0, 1, 3, 2, 4, 5, 0];78.21;13.26;3.95
91;156;200;139;[3, 0, 1, 3, 2, 4, 5, 0];78.14;13.24;4.02
92;156;201;134;[3, 0, 1, 3, 2, 4, 5, 0];78.46;13.32;3.99
93;153;205;131;[3, 0, 1, 3, 2, 4, 5, 0];80.13;13.34;4.1
94;154;204;136;[3, 0, 1, 3, 2, 4, 5, 0];80.52;13.43;4.04
95;158;199;143;[3, 0, 1, 3, 2, 4, 5, 0];79.94;13.42;4.02
96;160;201;137;[3, 0, 1, 3, 2, 4, 5, 0];79.19;13.46;4.03
97;158;201;139;[3, 0, 1, 3, 2, 4, 5, 0];80.7;13.46;4.09
98;160;193;140;[3, 0, 1, 3, 2, 4, 5, 0];81.56;13.5;4.09
99;162;193;140;[3, 0, 1, 3, 2, 4, 5, 0];80.8;13.63;4.04
100;165;193;153;[3, 0, 1, 3, 2, 4, 5, 0];79.45;13.61;4.04
101;175;190;145;[3, 0, 1, 3, 2, 4, 5, 0];74.8;13.6;3.95
102;176;185;149;[3, 0, 1, 3, 2, 4, 5, 0];74.94;13.7;3.89
103;174;184;152;[3, 0, 1, 3, 2, 4, 5, 0];75.63;13.7;3.97
104;174;185;145;[3, 0, 1, 3, 2, 4, 5, 0];74.89;13.7;4.01
105;170;180;149;[3, 0, 1, 3, 2, 4, 5, 0];77.29;13.73;4.07
106;170;178;149;[3, 0, 1, 3, 2, 4, 5, 0];77.18;13.7;4.12
107;168;175;152;[3, 0, 1, 3, 2, 4, 5, 0];78.75;13.68;4.24
108;160;176;153;[3, 0, 1, 3, 2, 4, 5, 0];82.88;13.62;4.47
109;164;172;160;[3, 0, 1, 3, 2, 4, 5, 0];81.83;13.61;4.49
110;169;178;154;[3, 0, 1, 3, 2, 4, 5, 0];77.99;13.6;4.46
111;165;168;160;[3, 0, 1, 3, 2, 4, 5, 0];81.76;13.62;4.56
112;161;164;165;[3, 0, 1, 3, 2, 4, 5, 0];84.84;13.65;4.67
113;164;164;168;[3, 0, 1, 3, 2, 4, 5, 0];83.48;13.73;4.62
114;166;161;164;[3, 0, 1, 3, 2, 4, 5, 0];82.89;13.71;4.66
115;168;147;176;[3, 0, 1, 3, 2, 4, 5, 0];84.29;13.76;4.62
116;160;152;171;[3, 0, 1, 3, 2, 4, 5, 0];87.81;13.76;4.81
117;162;158;162;[3, 0, 1, 3, 2, 4, 5, 0];85.37;13.77;4.8
118;164;165;159;[3, 0, 1, 3, 2, 4, 5, 0];83.29;13.75;4.85
119;164;169;158;[3, 0, 1, 3, 2, 4, 5, 0];82.8;13.85;4.78
120;161;164;166;[3, 0, 1, 3, 2, 4, 5, 0];85.65;13.8;4.9
121;160;173;161;[3, 0, 1, 3, 2, 4, 5, 0];84.81;13.78;4.99
