Day;Animals Count;Plants Count;Free fields count;Famous Genotype;AVG energy for living animals;AVG dead animals life length;AVG child count
37;6;103;293;[3, 3, 1, 5, 3, 7, 6, 6];126.67;12.07;0.17
38;6;106;290;[3, 3, 1, 5, 3, 7, 6, 6];126.67;12.07;0.17
39;6;108;287;[3, 3, 1, 5, 3, 7, 6, 6];131.67;12.07;0.17
40;6;110;287;[3, 3, 1, 5, 3, 7, 6, 6];136.67;12.07;0.17
41;6;114;281;[3, 3, 1, 5, 3, 7, 6, 6];131.67;12.07;0.17
42;6;117;279;[3, 3, 1, 5, 3, 7, 6, 6];131.67;12.07;0.17
43;6;121;274;[3, 3, 1, 5, 3, 7, 6, 6];126.67;12.07;0.17
44;6;124;272;[3, 3, 1, 5, 3, 7, 6, 6];126.67;12.07;0.17
45;5;125;273;[3, 3, 1, 5, 3, 7, 6, 6];168.0;12.65;0.2
46;5;127;270;[3, 3, 1, 5, 3, 7, 6, 6];176.0;12.65;0.2
47;5;130;267;[3, 3, 1, 5, 3, 7, 6, 6];178.0;12.65;0.2
48;5;131;267;[3, 3, 1, 5, 3, 7, 6, 6];192.0;12.65;0.2
49;5;133;265;[3, 3, 1, 5, 3, 7, 6, 6];200.0;12.65;0.2
50;5;134;265;[3, 3, 1, 5, 3, 7, 6, 6];214.0;12.65;0.2
51;5;136;261;[3, 3, 1, 5, 3, 7, 6, 6];222.0;12.65;0.2
52;5;138;259;[3, 3, 1, 5, 3, 7, 6, 6];230.0;12.65;0.2
53;5;139;260;[3, 3, 1, 5, 3, 7, 6, 6];244.0;12.65;0.2
54;5;139;260;[3, 3, 1, 5, 3, 7, 6, 6];264.0;12.65;0.2
55;5;141;256;[3, 3, 1, 5, 3, 7, 6, 6];272.0;12.65;0.2
56;5;144;253;[3, 3, 1, 5, 3, 7, 6, 6];274.0;12.65;0.2
57;5;147;249;[3, 3, 1, 5, 3, 7, 6, 6];276.0;12.65;0.2
58;5;150;247;[3, 3, 1, 5, 3, 7, 6, 6];278.0;12.65;0.2
59;5;151;248;[3, 3, 1, 5, 3, 7, 6, 6];292.0;12.65;0.2
60;5;153;245;[3, 3, 1, 5, 3, 7, 6, 6];300.0;12.65;0.2
61;5;156;241;[3, 3, 1, 5, 3, 7, 6, 6];302.0;12.65;0.2
62;5;159;238;[3, 3, 1, 5, 3, 7, 6, 6];304.0;12.65;0.2
63;5;160;238;[3, 3, 1, 5, 3, 7, 6, 6];318.0;12.65;0.2
64;5;161;237;[3, 3, 1, 5, 3, 7, 6, 6];332.0;12.65;0.2
65;5;163;235;[3, 3, 1, 5, 3, 7, 6, 6];340.0;12.65;0.2
66;5;163;235;[3, 3, 1, 5, 3, 7, 6, 6];360.0;12.65;0.2
67;5;165;233;[3, 3, 1, 5, 3, 7, 6, 6];368.0;12.65;0.2
68;5;167;230;[3, 3, 1, 5, 3, 7, 6, 6];376.0;12.65;0.2
69;5;169;228;[3, 3, 1, 5, 3, 7, 6, 6];384.0;12.65;0.2
70;5;170;227;[3, 3, 1, 5, 3, 7, 6, 6];398.0;12.65;0.2
71;5;171;226;[3, 3, 1, 5, 3, 7, 6, 6];412.0;12.65;0.2
72;5;172;226;[3, 3, 1, 5, 3, 7, 6, 6];426.0;12.65;0.2
73;5;175;222;[3, 3, 1, 5, 3, 7, 6, 6];428.0;12.65;0.2
74;5;177;220;[3, 3, 1, 5, 3, 7, 6, 6];436.0;12.65;0.2
75;5;180;217;[3, 3, 1, 5, 3, 7, 6, 6];438.0;12.65;0.2
76;5;184;212;[3, 3, 1, 5, 3, 7, 6, 6];434.0;12.65;0.2
77;5;186;212;[3, 3, 1, 5, 3, 7, 6, 6];442.0;12.65;0.2
78;5;189;208;[3, 3, 1, 5, 3, 7, 6, 6];444.0;12.65;0.2
79;5;191;207;[3, 3, 1, 5, 3, 7, 6, 6];452.0;12.65;0.2
80;5;192;205;[3, 3, 1, 5, 3, 7, 6, 6];466.0;12.65;0.2
81;5;193;203;[3, 3, 1, 5, 3, 7, 6, 6];480.0;12.65;0.2
82;5;195;202;[3, 3, 1, 5, 3, 7, 6, 6];488.0;12.65;0.2
83;5;198;199;[3, 3, 1, 5, 3, 7, 6, 6];490.0;12.65;0.2
84;5;200;198;[3, 3, 1, 5, 3, 7, 6, 6];498.0;12.65;0.2
85;5;200;199;[3, 3, 1, 5, 3, 7, 6, 6];518.0;12.65;0.2
86;5;200;198;[3, 3, 1, 5, 3, 7, 6, 6];538.0;12.65;0.2
87;5;203;194;[3, 3, 1, 5, 3, 7, 6, 6];540.0;12.65;0.2
88;5;204;195;[3, 3, 1, 5, 3, 7, 6, 6];554.0;12.65;0.2
89;5;206;191;[3, 3, 1, 5, 3, 7, 6, 6];562.0;12.65;0.2
90;5;207;191;[3, 3, 1, 5, 3, 7, 6, 6];576.0;12.65;0.2
91;5;207;192;[3, 3, 1, 5, 3, 7, 6, 6];596.0;12.65;0.2
92;5;208;191;[3, 3, 1, 5, 3, 7, 6, 6];610.0;12.65;0.2
93;5;209;189;[3, 3, 1, 5, 3, 7, 6, 6];624.0;12.65;0.2
94;5;211;187;[3, 3, 1, 5, 3, 7, 6, 6];632.0;12.65;0.2
95;5;212;187;[3, 3, 1, 5, 3, 7, 6, 6];646.0;12.65;0.2
96;5;213;186;[3, 3, 1, 5, 3, 7, 6, 6];660.0;12.65;0.2
97;5;215;182;[3, 3, 1, 5, 3, 7, 6, 6];668.0;12.65;0.2
98;5;215;183;[3, 3, 1, 5, 3, 7, 6, 6];688.0;12.65;0.2
99;5;216;181;[3, 3, 1, 5, 3, 7, 6, 6];702.0;12.65;0.2
100;5;216;183;[3, 3, 1, 5, 3, 7, 6, 6];722.0;12.65;0.2
101;5;218;180;[3, 3, 1, 5, 3, 7, 6, 6];730.0;12.65;0.2
102;5;219;179;[3, 3, 1, 5, 3, 7, 6, 6];744.0;12.65;0.2
103;5;221;176;[3, 3, 1, 5, 3, 7, 6, 6];752.0;12.65;0.2
104;5;222;177;[3, 3, 1, 5, 3, 7, 6, 6];766.0;12.65;0.2
105;5;224;173;[3, 3, 1, 5, 3, 7, 6, 6];774.0;12.65;0.2
106;5;226;172;[3, 3, 1, 5, 3, 7, 6, 6];782.0;12.65;0.2
107;6;230;167;[3, 3, 1, 5, 3, 7, 6, 6];648.33;12.65;0.5
108;6;233;163;[3, 3, 1, 5, 3, 7, 6, 6];648.33;12.65;0.5
109;6;233;164;[3, 3, 1, 5, 3, 7, 6, 6];663.33;12.65;0.5
110;6;235;161;[3, 3, 1, 5, 3, 7, 6, 6];668.33;12.65;0.5
111;6;236;161;[3, 3, 1, 5, 3, 7, 6, 6];678.33;12.65;0.5
112;6;235;163;[3, 3, 1, 5, 3, 7, 6, 6];698.33;12.65;0.5
113;6;235;163;[3, 3, 1, 5, 3, 7, 6, 6];713.33;12.65;0.5
114;6;235;163;[3, 3, 1, 5, 3, 7, 6, 6];728.33;12.65;0.5
115;6;237;159;[3, 3, 1, 5, 3, 7, 6, 6];733.33;12.65;0.5
116;6;238;159;[3, 3, 1, 5, 3, 7, 6, 6];743.33;12.65;0.5
117;6;237;162;[3, 3, 1, 5, 3, 7, 6, 6];763.33;12.65;0.5
118;6;237;161;[3, 3, 1, 5, 3, 7, 6, 6];778.33;12.65;0.5
119;6;238;158;[3, 3, 1, 5, 3, 7, 6, 6];788.33;12.65;0.5
120;6;238;160;[3, 3, 1, 5, 3, 7, 6, 6];803.33;12.65;0.5
121;6;239;156;[3, 3, 1, 5, 3, 7, 6, 6];813.33;12.65;0.5
122;6;242;154;[3, 3, 1, 5, 3, 7, 6, 6];813.33;12.65;0.5
123;6;243;155;[3, 3, 1, 5, 3, 7, 6, 6];823.33;12.65;0.5
