Day;Animals Count;Plants Count;Free fields count;Famous Genotype;AVG energy for living animals;AVG dead animals life length;AVG child count
1;52;50;303;[4, 6, 7, 6, 0, 5, 5, 0];89.42;0.0;0.08
2;56;50;303;[6, 4, 1, 0, 5, 4, 4, 2];76.43;0.0;0.21
3;58;49;300;[1, 4, 3, 3, 0, 2, 6, 2];67.24;0.0;0.28
4;59;49;298;[1, 4, 3, 3, 0, 2, 6, 2];58.81;0.0;0.31
5;60;44;304;[1, 4, 3, 3, 0, 2, 6, 2];53.0;0.0;0.33
6;60;48;298;[1, 4, 3, 3, 0, 2, 6, 2];43.5;0.0;0.33
7;58;46;304;[1, 4, 3, 3, 0, 2, 6, 2];38.97;5.0;0.34
8;54;48;305;[1, 4, 3, 3, 0, 2, 6, 2];34.63;5.57;0.33
9;53;52;299;[1, 4, 3, 3, 0, 2, 6, 2];26.04;5.5;0.34
10;43;53;307;[1, 4, 3, 3, 0, 2, 6, 2];27.21;7.22;0.21
11;43;52;311;[1, 4, 3, 3, 0, 2, 6, 2];22.33;7.4;0.26
12;29;52;320;[1, 4, 3, 3, 0, 2, 6, 2];33.1;8.79;0.38
13;25;52;324;[1, 4, 3, 3, 0, 2, 6, 2];36.0;9.13;0.28
14;25;54;323;[1, 4, 3, 3, 0, 2, 6, 2];30.4;9.1;0.36
15;20;55;327;[1, 4, 3, 3, 0, 2, 6, 2];36.5;9.66;0.45
16;18;55;327;[1, 4, 3, 3, 0, 2, 6, 2];40.0;9.89;0.39
17;15;59;328;[1, 4, 3, 3, 0, 2, 6, 2];43.33;9.78;0.47
18;12;61;328;[1, 4, 3, 3, 0, 2, 6, 2];54.17;10.19;0.58
19;12;64;326;[1, 4, 3, 3, 0, 2, 6, 2];49.17;10.19;0.58
20;12;67;321;[1, 4, 3, 3, 0, 2, 6, 2];44.17;10.19;0.58
21;12;68;321;[1, 4, 3, 3, 0, 2, 6, 2];44.17;10.19;0.58
22;11;69;320;[1, 4, 3, 3, 0, 2, 6, 2];50.0;10.39;0.55
23;9;73;319;[1, 4, 3, 3, 0, 2, 6, 2];56.67;10.25;0.67
