Day;Animals Count;Plants Count;Free fields count;Famous Genotype;AVG energy for living animals;AVG dead animals life length;AVG child count
72;74;149;208;[5, 4, 5, 1, 5, 6, 6, 7];142.7;12.4;2.49
73;75;145;206;[5, 4, 5, 1, 5, 6, 6, 7];140.8;12.33;2.51
74;72;138;208;[5, 4, 5, 1, 5, 6, 6, 7];148.61;12.5;2.56
75;74;143;206;[5, 4, 5, 1, 5, 6, 6, 7];141.76;12.51;2.59
76;78;149;198;[5, 4, 5, 1, 5, 6, 6, 7];130.38;12.51;2.56
77;77;148;199;[5, 4, 5, 1, 5, 6, 6, 7];130.91;12.89;2.57
78;79;148;200;[5, 4, 5, 1, 5, 6, 6, 7];126.2;12.74;2.63
79;77;149;197;[5, 4, 5, 1, 5, 6, 6, 7];127.66;12.66;2.75
80;76;152;197;[5, 4, 5, 1, 5, 6, 6, 7];126.71;13.16;2.67
81;74;158;195;[5, 4, 1, 0, 5, 3, 4, 6];127.43;13.41;2.73
82;75;155;200;[7, 6, 5, 5, 5, 3, 6, 5];125.6;13.33;2.77
83;77;156;198;[7, 6, 5, 5, 5, 3, 6, 5];120.26;13.26;2.78
84;74;157;192;[7, 6, 5, 5, 5, 3, 6, 5];123.78;13.12;2.95
85;73;158;198;[7, 6, 5, 5, 5, 3, 6, 5];124.52;13.0;3.1
86;74;158;197;[7, 6, 5, 5, 5, 3, 6, 5];122.43;13.45;3.11
87;74;156;199;[7, 6, 5, 5, 5, 3, 6, 5];121.89;13.88;2.96
88;74;155;199;[7, 6, 5, 5, 5, 3, 6, 5];121.22;13.8;3.0
89;76;154;196;[7, 6, 5, 5, 5, 3, 6, 5];116.58;13.8;2.97
90;75;150;201;[7, 6, 5, 5, 5, 3, 6, 5];118.4;13.79;3.05
91;74;150;197;[7, 6, 5, 5, 5, 3, 6, 5];118.78;14.15;3.12
92;71;158;194;[7, 6, 5, 5, 5, 3, 6, 5];119.58;14.09;3.24
93;68;157;197;[7, 6, 5, 5, 5, 3, 6, 5];125.15;13.92;3.43
94;70;159;192;[7, 6, 5, 5, 5, 3, 6, 5];120.14;13.81;3.44
95;70;160;194;[7, 6, 5, 5, 5, 3, 6, 5];119.43;13.74;3.53
96;69;159;196;[7, 6, 5, 5, 5, 3, 6, 5];121.01;13.88;3.57
97;70;161;193;[7, 6, 5, 5, 5, 3, 6, 5];117.71;14.3;3.5
98;67;159;194;[7, 6, 5, 5, 5, 3, 6, 5];123.28;14.42;3.58
99;64;158;193;[7, 6, 5, 5, 5, 3, 6, 5];129.38;15.26;3.52
100;63;160;198;[7, 6, 5, 5, 5, 3, 6, 5];130.48;15.31;3.56
101;60;160;196;[7, 6, 5, 5, 5, 3, 6, 5];137.83;15.45;3.7
102;57;160;203;[7, 6, 5, 5, 5, 3, 6, 5];146.49;15.32;3.89
103;57;159;202;[7, 6, 5, 5, 5, 3, 6, 5];148.25;15.24;3.96
104;59;165;200;[7, 6, 5, 5, 5, 3, 6, 5];141.36;15.25;3.97
105;61;166;194;[7, 6, 5, 5, 5, 3, 6, 5];136.39;15.25;3.9
106;63;168;201;[7, 6, 5, 5, 5, 3, 6, 5];131.59;15.64;3.84
107;63;170;187;[7, 6, 5, 5, 5, 3, 6, 5];130.48;15.59;3.87
108;63;165;195;[7, 6, 5, 5, 5, 3, 6, 5];133.02;15.84;3.89
109;59;158;199;[7, 6, 5, 5, 5, 3, 6, 5];146.44;15.82;4.08
110;58;160;204;[7, 6, 5, 5, 5, 3, 6, 5];149.48;15.83;4.24
111;62;165;195;[7, 6, 5, 5, 5, 3, 6, 5];137.74;15.83;4.1
112;63;167;193;[7, 6, 5, 5, 5, 3, 6, 5];134.92;15.85;4.06
113;62;165;198;[7, 6, 5, 5, 5, 3, 6, 5];139.19;16.38;4.06
114;61;160;201;[7, 6, 5, 5, 5, 3, 6, 5];144.59;16.26;4.2
115;61;158;197;[7, 6, 5, 5, 5, 3, 6, 5];145.74;16.22;4.23
116;59;158;196;[7, 6, 5, 5, 5, 3, 6, 5];151.19;16.39;4.31
117;59;163;193;[7, 6, 5, 5, 5, 3, 6, 5];149.15;16.65;4.19
118;56;161;195;[7, 6, 5, 5, 5, 3, 6, 5];159.82;16.61;4.36
119;56;162;194;[7, 6, 5, 5, 5, 3, 6, 5];160.71;16.65;4.43
120;56;169;188;[7, 6, 5, 5, 5, 3, 6, 5];158.04;16.62;4.45
121;56;174;186;[7, 6, 5, 5, 5, 3, 6, 5];156.07;16.62;4.45
122;57;177;184;[7, 6, 5, 5, 5, 3, 6, 5];152.81;16.62;4.44
123;53;178;180;[6, 7, 0, 3, 5, 3, 4, 6];166.23;16.6;4.72
124;52;186;182;[6, 7, 0, 3, 5, 3, 4, 6];166.92;16.62;4.75
125;54;187;179;[6, 7, 0, 3, 5, 3, 4, 6];162.04;16.6;4.69
126;55;188;180;[6, 7, 0, 3, 5, 3, 4, 6];160.0;17.05;4.45
127;56;186;183;[6, 7, 0, 3, 5, 3, 4, 6];159.46;17.23;4.21
128;57;182;180;[6, 7, 0, 3, 5, 3, 4, 6];159.82;17.2;4.21
129;58;182;182;[6, 7, 0, 3, 5, 3, 4, 6];157.93;17.16;4.21
130;59;174;192;[6, 7, 0, 3, 5, 3, 4, 6];160.34;17.12;4.2
131;60;177;187;[6, 7, 0, 3, 5, 3, 4, 6];157.0;17.11;4.22
132;59;171;193;[6, 7, 0, 3, 5, 3, 4, 6];164.07;17.07;4.31
133;62;173;185;[6, 7, 0, 3, 5, 3, 4, 6];155.65;17.1;4.18
134;63;168;186;[6, 7, 0, 3, 5, 3, 4, 6];155.24;17.1;4.14
135;66;169;185;[6, 7, 0, 3, 5, 3, 4, 6];147.58;17.05;4.08
136;67;170;188;[6, 7, 0, 3, 5, 3, 4, 6];144.33;17.01;4.07
137;67;169;185;[6, 7, 0, 3, 5, 3, 4, 6];144.03;17.03;4.1
138;66;168;186;[6, 7, 0, 3, 5, 3, 4, 6];146.21;16.96;4.15
139;64;169;186;[6, 7, 0, 3, 5, 3, 4, 6];150.31;16.89;4.3
140;65;169;183;[6, 7, 0, 3, 5, 3, 4, 6];147.69;16.85;4.29
141;63;168;191;[6, 7, 0, 3, 5, 3, 4, 6];153.02;16.84;4.33
142;67;173;186;[6, 7, 0, 3, 5, 3, 4, 6];142.09;16.89;4.19
143;66;176;178;[6, 7, 0, 3, 5, 3, 4, 6];142.42;16.94;4.26
144;67;172;182;[6, 7, 0, 3, 5, 3, 4, 6];141.79;16.91;4.28
145;67;174;181;[6, 7, 0, 3, 5, 3, 4, 6];140.45;16.92;4.33
146;67;172;187;[6, 7, 0, 3, 5, 3, 4, 6];140.6;16.88;4.36
147;70;177;184;[6, 7, 0, 3, 5, 3, 4, 6];131.71;16.85;4.29
148;68;177;176;[6, 7, 0, 3, 5, 3, 4, 6];135.59;16.89;4.47
149;68;178;180;[6, 7, 0, 3, 5, 3, 4, 6];134.85;16.88;4.56
150;68;177;184;[6, 7, 0, 3, 5, 3, 4, 6];135.29;17.58;4.37
151;70;175;185;[6, 7, 0, 3, 5, 3, 4, 6];132.0;17.64;4.34
152;68;178;175;[6, 7, 0, 3, 5, 3, 4, 6];133.68;17.57;4.46
153;66;178;181;[6, 7, 0, 3, 5, 3, 4, 6];137.12;17.48;4.59
154;63;177;183;[6, 7, 0, 3, 5, 3, 4, 6];144.44;17.36;4.78
155;64;178;176;[6, 7, 0, 3, 5, 3, 4, 6];141.56;17.32;4.77
156;62;184;177;[6, 7, 0, 3, 5, 3, 4, 6];144.19;17.74;4.44
157;59;187;174;[6, 7, 0, 3, 5, 3, 4, 6];151.02;17.69;4.64
158;60;186;177;[6, 7, 0, 3, 5, 3, 4, 6];149.83;17.7;4.67
159;61;184;175;[6, 7, 0, 3, 5, 3, 4, 6];148.69;17.69;4.66
160;64;183;180;[6, 7, 0, 3, 5, 3, 4, 6];142.66;17.66;4.59
161;65;182;173;[6, 7, 0, 3, 5, 3, 4, 6];140.92;17.59;4.6
162;68;181;176;[6, 7, 0, 3, 5, 3, 4, 6];134.41;17.59;4.49
163;66;171;185;[6, 7, 0, 3, 5, 3, 4, 6];142.42;17.53;4.62
164;66;176;175;[6, 7, 0, 3, 5, 3, 4, 6];139.55;17.49;4.65
165;67;175;180;[6, 7, 0, 3, 5, 3, 4, 6];137.61;17.47;4.64
166;66;172;181;[6, 7, 0, 3, 5, 3, 4, 6];140.61;17.4;4.74
167;66;175;180;[6, 7, 0, 3, 5, 3, 4, 6];138.94;17.46;4.73
168;64;179;175;[6, 7, 0, 3, 5, 3, 4, 6];141.41;17.81;4.5
169;62;175;182;[6, 7, 0, 3, 5, 3, 4, 6];148.23;17.74;4.66
170;63;168;185;[6, 7, 0, 3, 5, 3, 4, 6];148.89;17.74;4.62
171;63;174;181;[6, 7, 0, 3, 5, 3, 4, 6];146.19;17.67;4.68
172;61;176;186;[6, 7, 0, 3, 5, 3, 4, 6];150.82;17.74;4.84
173;62;172;187;[6, 7, 0, 3, 5, 3, 4, 6];150.16;17.74;4.79
174;62;178;188;[6, 7, 0, 3, 5, 3, 4, 6];147.58;17.75;4.84
175;66;177;188;[6, 6, 5, 5, 5, 3, 4, 5];139.39;18.15;4.48
176;68;176;186;[6, 6, 5, 5, 5, 3, 4, 5];135.15;18.11;4.44
177;66;174;184;[6, 6, 5, 5, 5, 3, 4, 5];139.85;18.09;4.61
178;63;170;189;[6, 6, 5, 5, 5, 3, 4, 5];148.73;18.06;4.79
179;62;167;195;[6, 6, 5, 5, 5, 3, 4, 5];152.74;18.0;4.9
180;62;163;197;[6, 6, 5, 5, 5, 3, 4, 5];155.0;18.02;4.97
181;61;166;193;[6, 6, 5, 5, 5, 3, 4, 5];156.72;18.05;5.07
182;59;166;190;[6, 6, 5, 5, 5, 3, 4, 5];162.88;18.47;5.14
183;58;170;188;[6, 6, 5, 5, 5, 3, 4, 5];164.48;18.47;5.22
184;56;171;188;[6, 6, 5, 5, 5, 3, 4, 5];171.25;18.41;5.43
185;59;174;193;[6, 6, 5, 5, 5, 3, 4, 5];162.37;18.41;5.29
186;60;179;178;[6, 6, 5, 5, 5, 3, 4, 5];158.0;18.43;5.25
187;60;186;174;[6, 6, 5, 5, 5, 3, 4, 5];156.17;18.31;5.42
188;63;187;174;[6, 6, 5, 5, 5, 3, 4, 5];148.25;18.31;5.25
189;66;185;171;[6, 6, 5, 5, 5, 3, 4, 5];141.97;18.31;5.11
190;66;186;176;[6, 6, 5, 5, 5, 3, 4, 5];141.21;18.34;5.11
191;67;181;180;[6, 6, 5, 5, 5, 3, 4, 5];140.75;18.52;5.03
192;66;177;190;[6, 6, 5, 5, 5, 3, 4, 5];144.85;18.41;5.17
193;69;175;184;[6, 6, 5, 5, 5, 3, 4, 5];138.84;18.38;5.06
194;69;174;182;[6, 6, 5, 5, 5, 3, 4, 5];138.55;18.7;5.01
195;68;170;184;[6, 6, 5, 5, 5, 3, 4, 5];141.62;18.64;5.12
196;68;166;193;[6, 6, 5, 5, 5, 3, 4, 5];142.5;18.61;5.15
197;69;163;196;[6, 6, 5, 5, 5, 3, 4, 5];140.87;18.59;5.13
198;66;158;196;[6, 6, 5, 5, 5, 3, 4, 5];149.09;18.63;5.35
199;66;153;205;[6, 6, 5, 5, 5, 3, 4, 5];151.67;18.57;5.44
200;65;150;200;[6, 6, 5, 5, 5, 3, 4, 5];155.08;18.54;5.55
201;68;152;199;[6, 6, 5, 5, 5, 3, 4, 5];146.91;18.5;5.43
202;69;155;199;[6, 6, 5, 5, 5, 3, 4, 5];143.19;18.52;5.41
203;70;154;195;[6, 6, 5, 5, 5, 3, 4, 5];140.29;18.52;5.36
204;70;155;198;[6, 6, 5, 5, 5, 3, 4, 5];138.43;18.52;5.36
205;71;154;203;[6, 6, 5, 5, 5, 3, 4, 5];136.34;18.52;5.34
206;70;152;205;[6, 6, 5, 5, 5, 3, 4, 5];138.43;18.45;5.46
207;71;154;202;[6, 6, 5, 5, 5, 3, 4, 5];135.35;18.42;5.45
208;67;151;206;[6, 6, 5, 5, 5, 3, 4, 5];144.63;18.4;5.75
209;68;153;204;[6, 6, 5, 5, 5, 3, 4, 5];140.88;18.39;5.71
210;69;153;202;[6, 6, 5, 5, 5, 3, 4, 5];137.97;18.4;5.65
211;68;144;208;[6, 6, 5, 5, 5, 3, 4, 5];143.24;18.33;5.76
212;68;142;211;[6, 6, 5, 5, 5, 3, 4, 5];144.12;18.33;5.84
213;67;142;210;[6, 6, 5, 5, 5, 3, 4, 5];145.67;18.4;5.91
214;67;143;220;[6, 6, 5, 5, 5, 3, 4, 5];145.07;18.52;5.96
215;69;149;206;[6, 6, 5, 5, 5, 3, 4, 5];137.54;18.5;5.87
216;70;146;211;[6, 6, 5, 5, 5, 3, 4, 5];136.14;18.46;5.87
217;71;143;209;[6, 6, 5, 5, 5, 3, 4, 5];134.65;18.51;5.82
218;70;143;205;[6, 6, 5, 5, 5, 3, 4, 5];135.86;18.51;5.93
219;72;152;197;[6, 6, 5, 5, 5, 3, 4, 5];126.94;18.51;5.82
220;69;155;207;[6, 6, 5, 5, 5, 3, 4, 5];131.16;18.37;6.14
221;67;158;196;[6, 6, 5, 5, 5, 3, 4, 5];133.58;18.32;6.37
222;66;158;203;[6, 6, 5, 5, 5, 3, 4, 5];135.76;18.24;6.56
223;65;158;198;[6, 6, 5, 5, 5, 3, 4, 5];137.85;18.19;6.71
224;65;157;198;[6, 6, 5, 5, 5, 3, 4, 5];138.15;18.29;6.72
225;62;153;200;[6, 6, 5, 5, 5, 3, 4, 5];147.58;18.26;7.03
226;61;155;200;[6, 6, 5, 5, 5, 3, 4, 5];149.67;18.46;6.77
227;60;153;206;[6, 6, 5, 5, 5, 3, 4, 5];153.67;18.53;6.82
228;56;153;205;[6, 6, 5, 5, 5, 3, 4, 5];166.43;18.9;7.05
229;57;155;203;[6, 6, 5, 5, 5, 3, 4, 5];163.51;18.87;7.0
230;57;152;210;[6, 6, 5, 5, 5, 3, 4, 5];166.67;19.06;6.98
231;56;151;205;[6, 6, 5, 5, 5, 3, 4, 5];171.07;19.1;7.11
232;57;153;205;[6, 6, 5, 5, 5, 3, 4, 5];168.07;19.08;7.05
233;57;153;207;[6, 6, 5, 5, 5, 3, 4, 5];169.3;19.11;7.07
234;59;158;204;[6, 6, 5, 5, 5, 3, 4, 5];161.53;19.11;6.9
235;56;161;198;[6, 6, 5, 5, 5, 3, 4, 5];169.82;19.07;7.25
236;56;159;204;[6, 6, 5, 5, 5, 3, 4, 5];171.96;19.17;7.25
237;58;160;200;[6, 6, 5, 5, 5, 3, 4, 5];166.21;19.17;7.07
238;58;155;205;[6, 6, 5, 5, 5, 3, 4, 5];169.48;19.15;7.1
239;59;157;204;[6, 6, 5, 5, 5, 3, 4, 5];167.29;19.12;7.1
240;57;154;209;[6, 6, 5, 5, 5, 3, 4, 5];175.96;19.12;7.37
241;58;149;206;[6, 6, 5, 5, 5, 3, 4, 5];176.03;19.12;7.28
242;59;151;206;[6, 6, 5, 5, 5, 3, 4, 5];172.71;19.1;7.22
243;60;152;204;[6, 6, 5, 5, 5, 3, 4, 5];169.83;19.08;7.15
244;62;159;199;[6, 6, 5, 5, 5, 3, 4, 5];160.97;19.08;6.98
245;61;157;200;[6, 6, 5, 5, 5, 3, 4, 5];164.92;19.04;7.13
246;64;156;202;[6, 6, 5, 5, 5, 3, 4, 5];157.5;19.04;6.89
247;62;157;202;[6, 6, 5, 5, 5, 3, 4, 5];162.74;18.97;7.15
248;60;160;203;[6, 6, 5, 5, 5, 3, 4, 5];167.33;18.94;7.37
249;62;158;203;[6, 6, 5, 5, 5, 3, 4, 5];163.55;19.1;6.94
250;62;153;202;[6, 6, 5, 5, 5, 3, 4, 5];165.65;19.1;6.94
251;63;154;207;[6, 6, 5, 5, 5, 3, 4, 5];162.86;19.06;6.9
252;64;153;205;[6, 6, 5, 5, 5, 3, 4, 5];160.63;19.04;6.86
253;66;152;209;[6, 6, 5, 5, 5, 3, 4, 5];155.91;19.03;6.73
254;68;149;204;[6, 6, 5, 5, 5, 3, 4, 5];151.76;19.03;6.59
255;70;147;207;[6, 6, 5, 5, 5, 3, 4, 5];147.71;18.98;6.51
256;74;152;203;[6, 6, 5, 5, 5, 3, 4, 5];136.89;18.95;6.3
257;70;157;193;[6, 6, 5, 5, 5, 3, 4, 5];142.29;19.45;6.34
258;66;154;198;[6, 6, 5, 5, 5, 3, 4, 5];151.97;19.63;6.42
259;67;153;199;[6, 6, 5, 5, 5, 3, 4, 5];149.25;19.63;6.36
260;68;154;200;[6, 6, 5, 5, 5, 3, 4, 5];146.18;19.6;6.31
261;66;151;201;[6, 6, 5, 5, 5, 3, 4, 5];152.58;19.52;6.55
262;67;155;202;[6, 6, 5, 5, 5, 3, 4, 5];147.91;19.53;6.48
263;69;152;207;[6, 6, 5, 5, 5, 3, 4, 5];144.49;19.49;6.41
264;71;156;201;[6, 6, 5, 5, 5, 3, 4, 5];138.03;19.53;6.28
265;72;154;198;[6, 6, 5, 5, 5, 3, 4, 5];135.97;19.49;6.28
266;73;156;195;[6, 6, 5, 5, 5, 3, 4, 5];132.19;19.51;6.25
267;72;152;198;[6, 6, 5, 5, 5, 3, 4, 5];134.17;19.5;6.33
268;70;146;204;[6, 6, 5, 5, 5, 3, 4, 5];139.71;19.45;6.54
269;68;143;208;[6, 6, 5, 5, 5, 3, 4, 5];144.56;19.37;6.76
270;63;148;205;[6, 6, 5, 5, 5, 3, 4, 5];153.97;19.76;7.02
271;62;147;209;[6, 6, 5, 5, 5, 3, 4, 5];157.1;19.72;7.15
272;60;148;207;[6, 6, 5, 5, 5, 3, 4, 5];162.17;19.71;7.33
273;59;151;207;[6, 6, 5, 5, 5, 3, 4, 5];164.41;19.74;7.34
274;59;153;207;[6, 6, 5, 5, 5, 3, 4, 5];164.58;20.33;7.07
275;58;151;202;[6, 6, 5, 5, 5, 3, 4, 5];169.31;20.35;7.21
276;58;155;202;[6, 6, 5, 5, 5, 3, 4, 5];167.93;20.35;7.22
277;60;161;200;[6, 6, 5, 5, 5, 3, 4, 5];160.33;20.78;6.85
278;64;163;196;[6, 6, 5, 5, 5, 3, 4, 5];150.0;20.78;6.61
279;64;163;194;[6, 6, 5, 5, 5, 3, 4, 5];149.38;20.78;6.61
280;62;163;193;[6, 6, 5, 5, 5, 3, 4, 5];154.84;20.86;6.79
281;61;163;197;[6, 6, 5, 5, 5, 3, 4, 5];157.7;20.84;6.87
282;62;164;193;[6, 6, 5, 5, 5, 3, 4, 5];155.16;20.81;6.85
283;58;170;192;[6, 6, 5, 5, 5, 3, 4, 5];164.48;20.77;7.34
284;56;172;195;[6, 6, 5, 5, 5, 3, 4, 5];170.71;20.74;7.64
285;54;171;192;[6, 6, 5, 5, 5, 3, 4, 5];179.44;20.72;7.93
286;53;173;190;[6, 6, 5, 5, 5, 3, 4, 5];183.21;20.8;7.96
287;54;171;195;[6, 6, 5, 5, 5, 3, 4, 5];182.59;20.78;7.89
288;55;172;190;[6, 6, 5, 5, 5, 3, 4, 5];180.18;20.75;7.82
289;53;177;189;[6, 6, 5, 5, 5, 3, 4, 5];186.23;20.75;8.08
290;54;179;181;[6, 6, 5, 5, 5, 3, 4, 5];183.7;20.71;8.02
291;56;180;182;[6, 6, 5, 5, 5, 3, 4, 5];177.68;20.71;7.8
292;56;182;185;[6, 6, 5, 5, 5, 3, 4, 5];178.04;20.67;7.88
293;60;181;187;[6, 6, 5, 5, 5, 3, 4, 5];167.33;20.67;7.48
294;59;181;189;[6, 6, 5, 5, 5, 3, 4, 5];171.53;20.64;7.64
295;61;176;192;[6, 6, 5, 5, 5, 3, 4, 5];168.52;20.64;7.46
296;60;182;184;[6, 6, 5, 5, 5, 3, 4, 5];170.17;20.68;7.75
297;61;184;176;[6, 6, 5, 5, 5, 3, 4, 5];166.39;20.68;7.66
298;61;185;176;[6, 6, 5, 5, 5, 3, 4, 5];166.07;20.67;7.67
299;60;177;176;[6, 6, 5, 5, 5, 3, 4, 5];173.0;20.64;7.8
300;59;179;178;[6, 6, 5, 5, 5, 3, 4, 5];175.25;20.66;7.92
301;59;174;185;[6, 6, 5, 5, 5, 3, 4, 5];177.97;20.66;7.92
302;61;173;190;[6, 6, 5, 5, 5, 3, 4, 5];173.44;20.62;7.79
303;64;174;187;[6, 6, 5, 5, 5, 3, 4, 5];165.0;20.63;7.53
304;61;170;188;[7, 6, 5, 5, 5, 3, 4, 5];175.74;20.71;7.79
305;61;170;189;[7, 6, 5, 5, 5, 3, 4, 5];176.23;20.77;7.72
306;62;169;191;[7, 6, 5, 5, 5, 3, 4, 5];174.03;20.76;7.65
307;64;163;189;[7, 6, 5, 5, 5, 3, 4, 5];171.09;20.76;7.47
308;64;163;193;[7, 6, 5, 5, 5, 3, 4, 5];170.78;20.8;7.47
309;65;160;194;[7, 6, 5, 5, 5, 3, 4, 5];169.23;20.79;7.42
310;63;161;196;[7, 6, 5, 5, 5, 3, 4, 5];174.29;20.74;7.67
311;61;160;199;[7, 6, 5, 5, 5, 3, 4, 5];181.31;20.69;7.97
312;63;160;202;[7, 6, 5, 5, 5, 3, 4, 5];175.71;20.67;7.81
313;61;164;197;[7, 6, 5, 5, 5, 3, 4, 5];179.67;20.65;8.05
314;61;161;194;[7, 6, 5, 5, 5, 3, 4, 5];181.31;20.64;8.08
315;62;163;201;[7, 6, 5, 5, 5, 3, 4, 5];177.26;20.64;7.98
316;63;162;197;[7, 6, 5, 5, 5, 3, 4, 5];174.92;20.66;7.89
